jurisdiction,year,ipcc_code,Product,tax_rate_incl_ex_kusd,ets_price_kusd,jurtype
Alberta,2011,1A1A1,Coal,NA,12.752520876302343,subnat_can
Alberta,2011,1A1A1,Natural gas,NA,12.752520876302343,subnat_can
Alberta,2011,1A1A1,Oil,NA,12.752520876302343,subnat_can
Alberta,2011,1A1A2,Coal,NA,12.752520876302343,subnat_can
Alberta,2011,1A1A2,Natural gas,NA,12.752520876302343,subnat_can
Alberta,2011,1A1A2,Oil,NA,12.752520876302343,subnat_can
Alberta,2011,1A1B,Coal,NA,12.752520876302343,subnat_can
Alberta,2011,1A1B,Natural gas,NA,12.752520876302343,subnat_can
Alberta,2011,1A1B,Oil,NA,12.752520876302343,subnat_can
Alberta,2011,1A2C,Coal,NA,12.752520876302343,subnat_can
Alberta,2011,1A2C,Natural gas,NA,12.752520876302343,subnat_can
Alberta,2011,1A2C,Oil,NA,12.752520876302343,subnat_can
Alberta,2011,1A2E,Coal,NA,12.752520876302343,subnat_can
Alberta,2011,1A2E,Natural gas,NA,12.752520876302343,subnat_can
Alberta,2011,1A2E,Oil,NA,12.752520876302343,subnat_can
Alberta,2011,1A4C1,Coal,NA,12.752520876302343,subnat_can
Alberta,2011,1A4C1,Natural gas,NA,12.752520876302343,subnat_can
Alberta,2011,1A4C1,Oil,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A1,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A11,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A12,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A13,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A14,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A2,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A21,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B1A22,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B1,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B2,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B3,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B31,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B32,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B33,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B34,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B35,NA,NA,12.752520876302343,subnat_can
Alberta,2011,1B2B36,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2A1,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2A2,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2A3,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2A4,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2A4A,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2A4B,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2A4C,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2A4D,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2C1,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2C2,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2C3,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2C4,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2C5,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2C6,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2C7,NA,NA,12.752520876302343,subnat_can
Alberta,2011,2H2,NA,NA,12.752520876302343,subnat_can
